,post_text,followers,friends,favourites,statuses,retweets,label,Day_of_week,Exact_data,year,month,day,time
12371,"@amrightnow @YouTube @realDonaldTrump YOU lost by 3,000,000 ....landslide my ass!!!!!   Want to know who lost, watch the lies!!!",126,621,22,2111,0,0,Mon,2017-01-09,2017,1,9,03:54:34
12372,"That's a Russian slogan if I ever saw one!!!   NO, wait that's from Trump supporters or is it???? https://t.co/F0URSpDFC9",126,621,22,2111,0,0,Mon,2017-01-09,2017,1,9,03:53:19
12373,"Is that Trumps/Putin's private army, Russian thugs or NRA loyalist??? IS armed insurrection you methods America Rig… https://t.co/0WYmfxc46w",126,621,22,2111,0,0,Mon,2017-01-09,2017,1,9,03:51:16
12374,"Are you saying Trump &amp; Putin will oust the Senate, House and all US Government???? Sure sounds that way!! https://t.co/fLWv8huCY2",126,621,22,2111,0,0,Mon,2017-01-09,2017,1,9,03:48:43
12375,"TRUMP DOES NOT CARE ABOUT AMERICANS!! People that care about America would never assist,request or argue in favor o… https://t.co/ZsCiQDTOaP",126,621,22,2111,0,0,Mon,2017-01-09,2017,1,9,03:46:40
12376,@amrightnow     IS THERE ROOM FOR PUTIN ON THIS PORTRAIT ? https://t.co/ZRjcdxAmrA,126,621,22,2111,0,0,Mon,2017-01-09,2017,1,9,03:43:18
12377,SICKENING...................... https://t.co/KoOhIH0bRx,126,621,22,2111,0,0,Mon,2017-01-09,2017,1,9,03:41:24
12378,"DID YOU KNOW THAT RUSSIA/PUTIN ONLY HAS ONE AIR CRAFT CARRIER? YEAR OLD DIESEL MONSTER, TUG BOAT HASTO ACCOMPANY DU… https://t.co/FH3UeWVWpC",126,621,22,2111,0,0,Mon,2017-01-09,2017,1,9,03:40:39
12379,"@amrightnow  ARE YOU SYMPATHETIC TO RUSSIA??? OR LOYAL TO AMERICA??? SHAME I HAVE TO ASK, CAN'T TELL!! https://t.co/glgrnzBuom",126,621,22,2111,0,0,Mon,2017-01-09,2017,1,9,03:37:36
12380,"Putin doesn't have to ""blast"" the press.......he owns and runs the press! Trumps next step???? Who knows!! WEEEEEEE… https://t.co/b92CHru5mM",126,621,22,2111,0,0,Mon,2017-01-09,2017,1,9,03:33:04
12381,"If they are American Patriots they will back away from Trump! If they don't they are traitors,Russian sympathizers,… https://t.co/gP7GEbpFtK",126,621,22,2111,0,0,Mon,2017-01-09,2017,1,9,03:30:58
12382,"Wrong! What you said about NSA &amp; CIA, others convinces most of us you are fully involved with Putin/Russia!!!! https://t.co/WAiSDCFs9h",126,621,22,2111,0,0,Mon,2017-01-09,2017,1,9,03:28:03
12383,"@amrightnow What can a half wit, mobster, swindler, racist, bigot, do to help America???  Absolutely Nothing, Can't… https://t.co/ltdANl7uFm",126,621,22,2111,0,0,Mon,2017-01-09,2017,1,9,03:25:57
12384,"Amazing..they tend to hit all.... deplorable &amp; 65,000,000 alike! LOOK OUT When the ball hits you in Michigan, Wisco… https://t.co/Bz23IMBHUU",126,621,22,2111,0,0,Mon,2017-01-09,2017,1,9,03:17:52
12385,Harken back. I Say harken  back................to a day when Trump mocked the great press reporter! Now he's upset… https://t.co/Nqf3lhE2fl,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,21:58:03
12386,Trump's Press Secretary Begs The American People To Stop Mocking Donald Trump via @politicususa https://t.co/C0UCLsdWuH,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,21:52:18
12387,The Record: President Obama on Social Progress and Equality https://t.co/GpnCfL71xL via @YouTube,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,21:47:52
12388,@CWCanadianRight @FoxNews @SundayFutures @newtgingrich  Fake News!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!… https://t.co/ItOaUCndSB,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,20:00:48
12389,Way to go evangelicals .......44% of EV's voted for Trump! 50% of GOP favor Putin!!!!   Swamps??? We have one in ev… https://t.co/TD2hZjjHSP,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,19:58:06
12390,"@FoxNews @SundayFutures @newtgingrich   ""IN ONE POLL"" you slick joker!! What poll?  who did it?  amazing, one poll!… https://t.co/GX47fZqgb7",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,19:55:36
12391,Did you know? Russia has ONE(1)aircraft carrier! That's it! A 50 year old diesel. requires a tug trail since it nee… https://t.co/w9M3Rw2Uri,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,19:51:20
12392,Write me a fake book......post it next to FAKE NEWS https://t.co/fFd4WAE2Bn,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,19:48:39
12393,@RawStory  Way to go JOY!!Sending 50 plus tweet a day with 4 pictures/images! Consider asking others please? Think… https://t.co/7gD2yAGvaX,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,19:47:49
12394,AND YOU'VE HELPED HOW MANY SICK KIDS GET INSURANCE????  You slick guys voted 65 time to repeal over sis years and n… https://t.co/A2rVq1t7pg,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,19:44:10
12395,@FoxNews @SteveScalise @POTUS He has held on you dip stick! Who are you? Do I know you? OKOK you only appear on Fox… https://t.co/Ow6eA4KCzK,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,19:41:58
12396,"@BreitbartNews  I understand BreitNews is a cesspool, swamp, hog wallow, and otherwise a deplorable company! HEY I… https://t.co/FS0VsDMZ9r",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,19:37:18
12397,White House https://t.co/opEHnSp0Zj,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,19:34:29
12398,"Inside the 116 Club, Jeff Sessions’ hidden haunt
 https://t.co/FY4oa7bG1f",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,19:33:15
12399,@eliseviebeck    and this is ok with you?? https://t.co/VFC6V02r6p,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,19:27:48
12400,sell this to sick people!!!!!!!!!!!!! https://t.co/TKwKjfvJyh,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,19:26:17
12401,@eliseviebeck @PhilipRucker @realDonaldTrump YOU hung in there long enough to spread so many lies..................… https://t.co/xMLnDXgy1P,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,19:25:50
12402,@juliehdavis @eliseviebeck @shearm  That's a joke and everyone knows it!!!!!!!!!!!!!!!!!!,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,19:23:41
12403,@thehill  The senator from Kentucky where you will find the MOST US citizens dependent on FOOD STAMPS for many yeas! https://t.co/udDq9xlkB9,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,19:20:30
12404,@BBCNews  GO HOME DUDE.............you're poison!!!!!!!!!!!! If you are as stupid/evil/narcissistic as Trump get th… https://t.co/QTRA0DW5QT,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,19:14:29
12405,@bakedalaska DID YOU KNOW HIM?,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,19:00:09
12406,@PapaCone_ @bakedalaska  MAN YOU BLEW IT!!!!!!!!!!!!!,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,18:58:14
12407,@bakedalaska  WISH YOU DIDN'T DO WHAT YOU DO! https://t.co/c515t7mNpc,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,18:57:24
12408,The alt-right descends into civil war after leading figure is booted from inauguration event https://t.co/K2PSTGvSii via @bi_politics,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,18:50:21
12409,ARE YOU SURE THAT WASN'T PUTIN SAYING THAT? YOU DO KNOW THAT THERMONUCLEAR BOMBS CREATE A LOT OF HEAT? WHAT ARE WE… https://t.co/moNf69D0BT,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,18:46:23
12410,"YOU JERK, YOU CAN TWEET FROM ANYWHERE!!! THIS KIND IDIOT SHIT IS WHAT WORRIES ME!!!! https://t.co/iR5futgj0m",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,18:41:26
12411,"75 WEEKS OF CONTINUOUS  JOB GROWTH, MORE THAN 7 YEARS! America is ALREADY GREAT!  REALLY, HOW DOES IT FEEL TO SAY ""… https://t.co/TYxBjq0YYi",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,18:40:04
12412,@TeamTrump WHAT YOU'VE SAID IN PAST MONTHS REMINDS ME OF  MOUNTAINOUS GARBAGE DUMP! NOTHING OF ANY VALUE BUT LAYING… https://t.co/yE3hSslkAr,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,18:36:36
12413,"ONLY IF YOU FORCE ME! WHICH IS  CONCERN! APPARENTLY YOU DON'T UNDERSTAND, WHAT YOU HAVE SAID IN THE PAST MONTHS REM… https://t.co/7TruE5QBeW",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,18:29:43
12414,Live in Missouri &amp; SCARED! Who's walking next to kids in my neighborhood with an AR 15?  A pistol with large magazi… https://t.co/hL7SVIa1JY,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,18:25:57
12415,"@Don_Vito_08 @realDonaldTrump  LIES, HOW DO WE KNOW?  Trumps name is on it!!  Remember, 82% of his pronouncements a… https://t.co/Kqix3MmJRg",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,18:19:59
12416,"YOU REALLY THINK WE, 65,000,000, BELIEVE YOU OR TRUMP........OR 44% OF EVANGELICALS  ......OR 50% OF GOP THAT HAS A… https://t.co/MggMqN0O63",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,18:14:58
12417,"NOT FROM RUSSIA!!!! COMPARING TRUMP/PUTIN/RUSSIA/VULGAR MOUTH, SLANDERING WOMEN! IS LIKE COMPARING ....TRUMP UNIVER… https://t.co/rImTv3ob8R",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,18:12:15
12418,@amrightnow @YouTube SICK TO MY STOMACH!!!!!!!!!!!!!!,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,18:07:40
12419,@amrightnow @YouTube SICK TO MY STOMACH!!!!!!!!!!!!!!!,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,18:07:18
12420,"@DaysOfTrump  Reminds me of a cyber 9/11.....................SCARY!!!!!  NO DEATHS THAT WE KNOW OF, AT LEAST NOT YE… https://t.co/fz7zlrZ0Gk",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,18:05:38
12421,@The_Trump_Train Tweeter of LIES!!!!!!!!! https://t.co/7iILpztm70,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,18:02:18
12422,Trump Disgraces The Presidency By Attacking Meet The Press For Not Pushing His Propaganda via @politicususa https://t.co/ovQmC6JZt6,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,17:51:18
12423,@Cailin4Trump @Limbaugh2016 @realDonaldTrump @brianstelter Does authority to demand I stop come from TRUMP??? If so… https://t.co/Kp0iQDZ4pb,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,15:28:17
12424,@Cailin4Trump @Limbaugh2016 @realDonaldTrump @brianstelter  Thanks for reading them! Truth is a difficult thing!! Can't get rid of it!!1,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,15:23:08
12425,WikiLeaks Hints at Plan to Create Ominous ‘Big Brother’ Database https://t.co/DAronvRPEU via @heatstreet,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,15:14:28
12426,"TRUMP OWES TWO RUSSIAN BANKS, OWNED BY FRIENDS OF PUTIN, A LOT OF MONEY.........TWO INTERNET SERVERS IN TRUMP TOWER… https://t.co/QZ8SRs4IDJ",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,15:13:16
12427,"A NARCISSISTIC, ANARCHISTIC IDIOT!! Comparied to Hemingway????  I suggest more like Lenin, STALIN!!!!!!!!!!!! https://t.co/Z4mzzBDZoh",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,15:10:09
12428,DOES TRUMP TREAT PRESS/MEDIA WITH RESPECT????????🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺 https://t.co/0F0I1sCOcx,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,15:07:34
12429,"DISREGARD OF CONSTITUTION, COUNTRY &amp; CITIZENS!! IF CANDIDATE FOR CABINET IS NOT PROPERLY VETTED COULD BE IN BIG TRO… https://t.co/JbmPY7IIDQ",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,15:06:03
12430,"@realDonaldTrump Consider, A SIN AGAINST AMERICA! THAT'S WHAT YOU ARE DOING!! ""HAVE YOU NO SENSE OF ""OUR COUNTRY"" U… https://t.co/BOpakLfgdt",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,14:58:55
12431,"THEY DON'T WORK FOR YOU STUPID!!!!!  SEPARATE BRANCH OF GOVERNMENT! Man, you just don't know do you?????????? https://t.co/OgCkvZdMNc",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,14:54:25
12432,"@realDonaldTrump  If you love the STARS &amp; STRIPES why you love PUTIN so much?  Nonsensical, Narcissistic,and a lie!… https://t.co/pwXmv3ZiKe",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,14:52:57
12433,"Dirty stores, terrible food, GREAT PEOPLE WORK THERE IN SPITE OF AN EVIL OWNER, they need to work like we do!!! https://t.co/75mMmsfyiC",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,14:44:27
12434,"@thinkprogress fits the TRUMP model..........as long as he doesn't get mistreated to hell with the others....330,00… https://t.co/MsE0ecdZny",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,14:42:34
12435,"Says what fits the situation! PEOPLE in Kentucky know he lies, evil etc.They still vote for him! I ask you why? The… https://t.co/2Jof1wJAY0",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,14:40:18
12436,"The AMERICAN voted 3,000,000 HC votes more than trump lier!!!!!!!!!!!!!!!!!!! https://t.co/aODFUjtZXe",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,14:38:04
12437,Trump attempts to intimidate NBC News with misguided tweet https://t.co/672pV4zEF4 via @msnbc,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,14:36:46
12438,Trump's star search https://t.co/4M1cQ8aGPe via @msnbc,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,14:35:41
12439,@CNNPolitics Only a communist feels this strongly about Russia/Putin!!!!! https://t.co/Q2k2ff6vyU,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,14:34:10
12440,@CNNPolitics Her problem is minuscule compared to the other bad actors on the cabinet!!!! https://t.co/qa66nIwePu,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,14:31:38
12441,@CNNPolitics Is this guy on the Trump payroll???????,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,14:28:26
12442,@CNNPolitics WHICH ONE IS THE WORST? DUMBEST? MOST DANGEROUS? UGLIEST? MENTAL ILL? OVERALL STUPID &amp; EVIL?,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,14:23:10
12443,"@CNNPolitics ONE OF THE MOST DANGEROUS PEOPLE IN THE USA!!!  THE MOST STUPID, Lindsay Graham !!!!!! https://t.co/bwIhMTZAYL",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,14:19:51
12444,"Hey DUMMY, HE HAS ALREADY 🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺DELEGITIMIZE HIMSELF!!!!!!!! https://t.co/VxZcjDlVqA",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,14:15:52
12445,Stupid TRUMP!!!!!!!!!!!!!!!!!!! https://t.co/JIDrrqq5Sd,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,14:13:57
12446,@CNNPolitics  STUPID !!!!!!!!!!!!!!!!!!!!!!!!!!! https://t.co/1B8vHDVXpM,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,14:13:31
12447,"RUSSIA HACKED! WIKILEAKS DISTRIBUTED!, TRUMP COORDINATED WITH RUSSIA!     What do you call this????????   TREASON!!… https://t.co/u5N6DgxBYu",126,621,22,2111,1,0,Sun,2017-01-08,2017,1,8,14:09:57
12448,no heart!!!! https://t.co/woy4vZHmzU,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,14:03:12
12449,"Putin ordered hacking to help Trump, intelligence report says https://t.co/sTVgncI2Yr via @ksdknews",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,02:02:44
12450,"@mmfa WATCH JOE,VERY ANTI OBAMA,VERY ANTI CLINTON, VERY PRO TRUMP!  NOTHING BUT PROPAGANDA FOR TRUMP!AND BY ASSOCIA… https://t.co/8j3nkxglUt",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,01:46:13
12451,@mmfa iT WILL GET WORSE!!!!! https://t.co/0aE1KhW8s0,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,01:24:37
12452,"@VonWally @Cailin4Trump @brianstelter @PamelaBrownCNN COMEY, PUTIN, PLUS HC BAD CAMPAIGN WAS TO MUCH FOR HER! WAIT, GOT 3,000,000 VOTES PLUS",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,01:22:24
12453,@Cailin4Trump  I've found a real TRUMP/Putin lover! Since I love ALL GOD CHILDREN I DON'T FOLLOW ANYONE THAT HATES… https://t.co/CeQuFzrGTu,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,01:17:01
12454,@Cailin4Trump @Limbaugh2016  YOU are stupid.................,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,01:10:21
12455,"@MaxineWaters The best to you! I'm making a big effort as just a retired man! Please go myTweeter post,want you to… https://t.co/ErI9HaKN0j",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,01:08:02
12456,"BAD for America, Flynn!!!! https://t.co/fRTyDnOMD1",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,01:03:26
12457,@thehill FLYNN has PUTIN TYPE BRAIN! If Flynn wins(he is nuts)we'll know then how quick will get very dangerous in… https://t.co/4slxiNAiHx,126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,01:03:03
12458,"@mmfa Fascinating, scary &amp; insightful.......................... https://t.co/Lsycm8L1Rc",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,00:56:49
12460,"@mmfa Is there any indication of a media type, strong supporter of Trump, dealing with any of these outlets????? https://t.co/GgKxXYd18e",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,00:52:36
12461,"@mmfa  He'll need a strong arm of some type! He shows all the signs of a ""STRONGMAN"" PROJECT UNDERWAY!!! https://t.co/fbbstYL5Xp",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,00:48:40
12462,"@mmfa  Serious! As adds Generals to his cabinet,bashes media,grows his own media outlets and grows his Propaganda M… https://t.co/Mi1lRgnNmN",126,621,22,2111,1,0,Sun,2017-01-08,2017,1,8,00:43:04
12463,RT @mmfa: The outlets poised to become Trump's personal propaganda machine: https://t.co/G09RjqNbCH https://t.co/mDuSIT8WFK,126,621,22,2111,122,0,Sun,2017-01-08,2017,1,8,00:38:44
12464,"@mmfa We are going to find out if the media is up for this!!! If not, we are all in trouble!! What is it if favors… https://t.co/nIOwqX2Hss",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,00:35:13
12465,"@mmfa $$$$ like Fox! Andy &amp; Phil wanted to cater to ALT-RIGHT! Joe Scarborough, good example! Propaganda for Trump… https://t.co/hRONNMNZHG",126,621,22,2111,1,0,Sun,2017-01-08,2017,1,8,00:32:01
12466,"Phil, Andy &amp; others have wanted to cater to the ALT-Right for some time! Joe Scarborough is good example!! MSNBC ,… https://t.co/trApKDCYVN",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,00:27:47
12467,"WHY? Does he love them? Does He love his Country?He presents Propaganda aimed at anyone that is not white, Christia… https://t.co/iVNvUGVjnd",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,00:24:56
12468,"@mmfa Why would anyone sane and ethical be ""beloved by white supremacists, neo-nzis, &amp; alt-right""?  You know, kinda… https://t.co/je6WZu9ja3",126,621,22,2111,0,0,Sun,2017-01-08,2017,1,8,00:22:08
12469,@mmfa How about strange dark situation with Joe Scarborough and MSNBC platform &amp; undisclosed relationship with Trum… https://t.co/gOiKCAnX1l,126,621,22,2111,1,0,Sun,2017-01-08,2017,1,8,00:12:50
12470,"@LyingKhazarian @nytpolitics  Man, who are you to call the CIA lying.......  TRUMP/TRASH!! https://t.co/0Yov0AnA5K",126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,23:57:12
12471,@LyingKhazarian @brianstelter @Morning_Joe  WHO'S COUNTRY ARE YOU FAVORING IN THIS MESS??? SOUNDS LIKE PUTIN'S🇷🇺🇷🇺… https://t.co/a5A406OtZf,126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,23:54:05
12472,"@Yoppchop @brianstelter @Morning_Joe  I UNDERSTAND HE &amp; MIKA ARE THERE OFTEN, ESPECIALLY MIKA!!! https://t.co/GuLAm743Ip",126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,23:51:10
12473,@Limbaugh2016 @Cailin4Trump @realDonaldTrump @brianstelter  iS THIS A RUSSIAN OR aMERICAN TALKING!!!,126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,23:45:17
12474,UNFORGIVABLE !!!!!  traitor!!! https://t.co/qtcRLWCdCg,126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,23:43:59
12475,IF YOU REALLY WAN TO BE INFORMED WATCH @CBSThisMorning !!!!!!! https://t.co/daQwwms35h,126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,23:41:26
12476,@dbindsch @RBReich SOMEONE WITH STATUS TAKE THIS AWAY SIMPLY TALKING A LOT ABOUT TIME LAPSE/NEW PLAYERS IN INTellI… https://t.co/ibeq7GCAWV,126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,23:38:30
12477,RT @AntoniaQuestPho: @RBReich ASK JOE SCARBOROUGH! HE LEADS ONE OFTHE MOST AGGRESSIVE PROPAGANDA CAMPAIGNS FOR TRUMP TODATE! STILL SPONSORS…,126,621,22,2111,3,0,Sat,2017-01-07,2017,1,7,23:27:36
12478,@RBReich ASK JOE SCARBOROUGH! HE LEADS ONE OFTHE MOST AGGRESSIVE PROPAGANDA CAMPAIGNS FOR TRUMP TODATE! STILL SPONS… https://t.co/h5mKSjY6TT,126,621,22,2111,3,0,Sat,2017-01-07,2017,1,7,23:27:03
12479,@JoeNBC @ I NOTICED A PICTURE OF MIKA'S FATHER IN YOUR POST!! He's NOT SUPPORTING YOU PROPAGANDA IS HE??,126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,22:07:50
12480,"@JoeNBC  Hey Joe, Is this where you ran your PROPAGANDA MILL FROM IN PAST MONTHS? LOOKS CAPABLE!!! Was this install… https://t.co/ilCfVeEeX7",126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,22:00:46
12481,@rick_srp @JoeNBC @stephenfhayes IT'S NOT naivete! It's his responsibility to say &amp; do what Putin &amp; Trump want!!! He's been doing fir months,126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,21:24:56
12482,"@morningmika @JoeNBC  Mika, Mika..............BAIL!!! NOT A BOAT TO TRAVEL ON!! PASSENGERS, BANNON, TRUMP, KELLEYAN… https://t.co/bSXgJSvDY3",126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,16:56:46
12483,"@JoeNBC FROM TRUMP ""BASH THE PRESS"" PLAYBOOK! JOE,WE DON'T NEED TO KNOW YOUR OPINION OF THE REPORTER BUT just WHAT… https://t.co/3oWhYjQG1u",126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,16:51:33
12484,"@JoeNBC  YOU AND THE GOP GOT RUN OVER BY THEM!!!  PUTIN, WIKILEAKS, BRIETBART, NOT SOURCES FOR THE TRUTH!!! https://t.co/mziI5ldlYn",126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,16:26:57
12485,"@JoeNBC DESPERATE ATTEMPT TO STOP TRUTH FROM ""ESCAPING"" INTO THE PUBLIC!! NOTICE, IF ENOUGH CITIZENS SUPPORT TRUTH,… https://t.co/CfZcWFmjVi",126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,16:23:33
12486,"@mattforohio @JoeNBC @CNNMoney PROPAGANDA wins, great pair of lairs necessary for the win!!! Why did the guests,most, cave to JOE? Sad Day!!",126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,16:18:58
12487,"@mattforohio @JoeNBC @CNNMoney  MASTER AT DEFLECTION! also WHAT IS SAD, HE COMPROMISES ALL GUEST INTO HIS STATEMENT… https://t.co/Q8DHrFsE3C",126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,16:15:17
12488,"@JoeNBC @AlabamaFTBL @Sen_JoeManchin   WHO CARES JOE? TALK ABOUT ENGLISH 'FOT BALL"" OR WHEN YOU WERE IN OFFICE, AS YOU ONE DID ALL THE TIME!",126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,16:11:24
12489,"@JoeNBC  NO SOCKS JOEY! WHAT YOU ARE DOING RECENTLY ON TWITTER is called ""FILLER"" LESS LIES,PROPAGANDA MORE FLUFF!!! NOTICEABLE TACTIC!!",126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,16:09:01
12490,"@JoeNBC  JOE, YOU'RE GOING AT ""LEAKS BY ADMINISTRATION OFFICE""  HEY JOE, PUTIN STOLE/HACKED THE USA!! U ARE ON THE PUTIN KIND OF PROMOTION!!",126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,16:06:20
12491,@JoeNBC  LAIR!!! RECORDS/YOU TUBE SHOW A VERY FAVORABLE POSITION ON TRUMP/PUTIN UNTIL FEW DAYS AGO WHEN THE DAMN WA… https://t.co/oXQ3It6Ouj,126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,16:03:08
12492,"@JoeNBC  YOUR WERE ONE OF THE PRIME USERS OF WIKILEAKS! propaganda REQUIRES FALSE SUBSTANCE! FOX,WIKILEAKS, BEIETBA… https://t.co/CBAUlJVnez",126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,15:58:24
12493,@JoeNBC  A PACKED HOUSE??? SOUNDS LIKE TRUMP!!!!!!!!!!!! https://t.co/EXZqVGvuUw,126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,15:53:44
12494,"@Morning_Joe @JoeNBC  AND Bygolly, you laughed about it!!!",126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,15:52:06
12495,Trump attempts to intimidate NBC News with misguided tweet https://t.co/672pV4zEF4 via @msnbc,126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,15:50:58
12496,@JoeNBC @IgnatiusPost @JeffreyGoldberg @dandrezner WHAT is your take NO SOCKS JOEY!  Seems you are polling here bef… https://t.co/BQY6vunLFD,126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,15:49:08
12497,"@JoeNBC @IgnatiusPost @JeffreyGoldberg @dandrezner  I can tell you where there about 65,000,000 voters that TRUST t… https://t.co/PmkvYsSrYg",126,621,22,2111,4,0,Sat,2017-01-07,2017,1,7,15:44:52
12498,"@morningmika @JoeNBC WHERE you been??  Joe has been caring  PROPAGANDA load alone!!! Now it's apparent that the ""lo… https://t.co/uudTMWiGKM",126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,15:41:08
12499,Via @NPR: U.S. Intelligence Community Releases Public Report On Russian Hacking https://t.co/8O3PSoqydM,126,621,22,2111,0,0,Sat,2017-01-07,2017,1,7,15:12:34
